EMPTY findGo
EMPTY tasks/AirdropNameVoucher
EMPTY tasks/addCatalog
EMPTY tasks/checkDapperTx
EMPTY tasks/client
EMPTY tasks/collectionDataTest
EMPTY tasks/dandy
EMPTY tasks/dapperMarket
EMPTY tasks/event
EMPTY tasks/findDapperMarket
EMPTY tasks/mainnetMarket
EMPTY tasks/mainnetMarketListingEnquiry
EMPTY tasks/nfg
EMPTY tasks/partyMansion
EMPTY tasks/registerGift
EMPTY tasks/testnetMarket
EMPTY tasks/testnetUser
EMPTY utils
        	            		/Users/bjartek/dev/find/test_utils.go:1751
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func21
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:323
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1758: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:1758
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:323
        	Error:      	event not found A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "sold",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1758: === Events ===
--- FAIL: TestMarketAuctionSoft (6.44s)
FAIL TestMarketAuctionSoft (6.44s)
PASS TestDapperMarketSale/Should_be_able_to_list_an_NFT_for_sale_and_buy_it_with_DUC (0.27s)
PASS TestDapperMarketSale/Should_be_able_to_list_an_NFT_for_sale_and_buy_it_with_DUC,_royalties_should_be_paid_to_merch_account_if_royalty_is_higher_than_0.44 (0.17s)
PASS TestDapperMarketSale (0.44s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_add_direct_offer_and_then_sell (0.22s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_add_direct_offer_and_then_sell_even_the_seller_didn't_link_provider_correctly (0.28s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_add_direct_offer_and_then_sell_even_the_buyer_didn't_link_receiver_correctly (0.27s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_offer_with_price_0 (0.07s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_offer_with_invalid_time (0.07s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_reject_offer_if_the_pointer_is_no_longer_valid (0.20s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_retract_offer_if_the_pointer_is_no_longer_valid (0.21s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_increase_offer (0.34s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_reject_offer (0.20s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_retract_offer (0.20s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_offer_your_own_NFT (0.07s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_accept_expired_offers (0.41s)
PASS TestMarketDirectOfferEscrow/Should_return_money_when_outbid (0.21s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_direct_offer_after_deprecated (0.12s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_increase_offer_if_deprecated_but_able_to_accept_offer (0.46s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_reject_offer_when_deprecated (0.24s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_direct_offer_after_stopped (0.12s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_increase_offer_nor_buy_if_stopped (0.39s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_able_to_direct_offer,_add_bit_and_accept_offer_after_enabled (0.45s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_able_to_direct_offerand_reject_after_enabled (0.30s)
PASS TestMarketDirectOfferEscrow/Should_not_be_able_to_make_offer_by_user3_when_deprecated_or_stopped (0.39s)
PASS TestMarketDirectOfferEscrow/Should_be_able_to_retract_offer_when_deprecated_and_stopped (0.30s)
PASS TestMarketDirectOfferEscrow/Royalties_should_be_sent_to_correspondence_upon_accept_offer_action (0.23s)
PASS TestMarketDirectOfferEscrow/Royalties_of_find_platform_should_be_able_to_change (0.31s)
PASS TestMarketDirectOfferEscrow (6.10s)
=== RUN   TestMarketDirectOfferSoft/Should_be_able_to_add_direct_offer_and_then_sell
--- FAIL: TestMarketDirectOfferSoft/Should_be_able_to_add_direct_offer_and_then_sell (0.24s)
FAIL TestMarketDirectOfferSoft/Should_be_able_to_add_direct_offer_and_then_sell (0.24s)
=== RUN   TestMarketDirectOfferSoft
    test_utils.go:644: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:644
        	            				/Users/bjartek/dev/find/market_direct_offer_soft_test.go:29
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	  --> 588ab6566678f05e9a1ce649d8bfff263407f8a35630686c786ba4fbfdb9d4c2:49:16
        	            	   |
        	            	49 | 		self.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: id)
        	            	   | 		              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	error: unexpectedly found nil while forcing an Optional value
        	            	   --> 179b6b1cb6755e31.FindViews:351:17
        	            	    |
        	            	351 |         let cap=	getAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!
        	            	    |                 	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/bidMarketDirectOfferSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).directOfferMarketSoft
        	            		/Users/bjartek/dev/find/test_utils.go:635
        	            	github.com/findonflow/find.TestMarketDirectOfferSoft.func1
        	            		/Users/bjartek/dev/find/market_direct_offer_soft_test.go:29
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketDirectOfferSoft
    test_utils.go:645: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:645
        	            				/Users/bjartek/dev/find/market_direct_offer_soft_test.go:29
        	Error:      	event not found FindMarketDirectOfferSoft.DirectOffer, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 10.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketDirectOfferSoft
    event.go:321: === Events ===
    test_utils.go:490: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:490
        	            				/Users/bjartek/dev/find/market_direct_offer_soft_test.go:30
        	Error:      	Not equal: 
        	            	expected: 1
        	            	actual  : 0
        	Test:       	TestMarketDirectOfferSoft
--- FAIL: TestMarketDirectOfferSoft (0.24s)
panic: runtime error: index out of range [0] with length 0 [recovered]
	panic: runtime error: index out of range [0] with length 0

goroutine 12313 [running]:
testing.tRunner.func1.2({0x104957260, 0x14002206ab0})
	/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1545 +0x1c4
testing.tRunner.func1()
	/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1548 +0x360
panic({0x104957260?, 0x14002206ab0?})
	/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/panic.go:914 +0x218
github.com/findonflow/find.(*OverflowTestUtils).saleItemListed(0x14000f47bb0, {0x1040f023c?, 0x5?}, {0x10410b0cc, 0xe}, 0x4024000000000000)
	/Users/bjartek/dev/find/test_utils.go:491 +0x148
github.com/findonflow/find.TestMarketDirectOfferSoft.func1(0x14002129560?)
	/Users/bjartek/dev/find/market_direct_offer_soft_test.go:30 +0x70
testing.tRunner(0x140015e69c0, 0x140021c3ca0)
	/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595 +0xe8
created by testing.(*T).Run in goroutine 12312
	/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1648 +0x33c
FAIL TestMarketDirectOfferSoft (0.24s)
FAIL .

=== Failed
=== FAIL: . TestMarketAuctionSoft/Should_be_able_to_cancel_listing_if_the_pointer_is_no_longer_valid (0.47s)
    market_auction_soft_test.go:88: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:201
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:88
        	Error:      	transaction cancelMarketAuctionSoft missing event A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction with fields map[string]interface {}{
        	            	  "amount": 15.0,
        	            	  "buyer": "0xe2f72218abeec2b9",
        	            	  "id": 9943947977234055170,
        	            	  "seller": "0x0f7025fa05b578e3",
        	            	  "status": "cancel_ghostlisting",
        	            	}
        	Test:       	TestMarketAuctionSoft/Should_be_able_to_cancel_listing_if_the_pointer_is_no_longer_valid
    event.go:321: === Events ===
    market_auction_soft_test.go:88: A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction
    market_auction_soft_test.go:88:   amount -> 10
    market_auction_soft_test.go:88:   status -> cancel_ghostlisting
    market_auction_soft_test.go:88:       id -> 9943947977234055170
    market_auction_soft_test.go:88:   seller -> 0x0f7025fa05b578e3

=== FAIL: . TestMarketAuctionSoft/Should_not_be_able_to_bid_expired_auction_listing (0.29s)
    market_auction_soft_test.go:137: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:152
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:137
        	Error:      	"transaction=./transactions/bidMarketAuctionSoftDapper.cdc: execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:\n\t* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:\n  --> 2225ebab84ed11a8f38d1c501946c7d33917c09fc43cf900625f473aa295fc93:79:16\n   |\n79 | \t\tself.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())\n   | \t\t              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\nerror: unexpectedly found nil while forcing an Optional value\n   --> 179b6b1cb6755e31.FindViews:351:17\n    |\n351 |         let cap=\tgetAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!\n    |                 \t^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n\n" does not contain "This auction listing is already expired"
        	Test:       	TestMarketAuctionSoft/Should_not_be_able_to_bid_expired_auction_listing

=== FAIL: . TestMarketAuctionSoft/Should_not_be_able_to_bid_your_own_listing (0.21s)
    market_auction_soft_test.go:144: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:152
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:144
        	Error:      	"transaction=./transactions/bidMarketAuctionSoftDapper.cdc: execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:\n\t* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:\n  --> c5dd71a5eeb76e454e3871412e38b63694cd058ba0d8a7bd07986618f873d1e2:79:16\n   |\n79 | \t\tself.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())\n   | \t\t              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\nerror: unexpectedly found nil while forcing an Optional value\n   --> 179b6b1cb6755e31.FindViews:351:17\n    |\n351 |         let cap=\tgetAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!\n    |                 \t^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n\n" does not contain "You cannot bid on your own resource"
        	Test:       	TestMarketAuctionSoft/Should_not_be_able_to_bid_your_own_listing

=== FAIL: . TestMarketAuctionSoft/Should_not_be_able_to_cancel_an_ended_auction (0.47s)
    market_auction_soft_test.go:179: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:150
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:179
        	Error:      	An error is expected but got nil.
        	Test:       	TestMarketAuctionSoft/Should_not_be_able_to_cancel_an_ended_auction

=== FAIL: . TestMarketAuctionSoft/Cannot_fulfill_a_not_yet_ended_auction (0.35s)
    market_auction_soft_test.go:192: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:152
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:192
        	Error:      	"transaction=./transactions/fulfillMarketAuctionSoftDapper.cdc: execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:\n\t* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:\nerror: panic: This account does not have a bid collection\n  --> 1e6ff4498e3b58a0995b7cba87929f2516cd497faf4218c8d03942c3f2da6e49:19:117\n   |\n19 |         self.bidsReference= account.storage.borrow<&FindMarketAuctionSoft.MarketBidCollection>(from: storagePath) ?? panic(\"This account does not have a bid collection\")\n   |                                                                                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n\n" does not contain "Auction has not ended yet"
        	Test:       	TestMarketAuctionSoft/Cannot_fulfill_a_not_yet_ended_auction

=== FAIL: . TestMarketAuctionSoft/Should_allow_seller_to_cancel_auction_if_it_failed_to_meet_reserve_price (0.41s)
    market_auction_soft_test.go:210: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:201
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:210
        	Error:      	transaction cancelMarketAuctionSoft missing event A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction with fields map[string]interface {}{
        	            	  "amount": 11.0,
        	            	  "buyer": "0xe2f72218abeec2b9",
        	            	  "id": 9943947977234055170,
        	            	  "seller": "0x0f7025fa05b578e3",
        	            	  "status": "cancel_reserved_not_met",
        	            	}
        	Test:       	TestMarketAuctionSoft/Should_allow_seller_to_cancel_auction_if_it_failed_to_meet_reserve_price
    event.go:321: === Events ===
    market_auction_soft_test.go:210: A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction
    market_auction_soft_test.go:210:       id -> 9943947977234055170
    market_auction_soft_test.go:210:   seller -> 0x0f7025fa05b578e3
    market_auction_soft_test.go:210:   amount -> 10
    market_auction_soft_test.go:210:   status -> cancel

=== FAIL: . TestMarketAuctionSoft/Should_be_able_to_bid_and_increase_bid_by_same_user (0.35s)
    market_auction_soft_test.go:230: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:152
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:230
        	Error:      	"transaction=./transactions/increaseBidMarketAuctionSoft.cdc: execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:\n\t* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:\nerror: panic: Bid resource does not exist\n  --> 91856ba869c9eebfeedb05ee244cf275ecf5a40a6ed9af3874a9c381a859e8ee:15:111\n   |\n15 | \t\tself.bidsReference= account.storage.borrow<&FindMarketAuctionSoft.MarketBidCollection>(from: storagePath) ?? panic(\"Bid resource does not exist\")\n   | \t\t                                                                                                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n\n" does not contain "must be larger then previous bid+bidIncrement"
        	Test:       	TestMarketAuctionSoft/Should_be_able_to_bid_and_increase_bid_by_same_user

=== FAIL: . TestMarketAuctionSoft/Should_not_be_able_to_bid_below_listing_price (0.21s)
    market_auction_soft_test.go:247: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:152
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:247
        	Error:      	"transaction=./transactions/bidMarketAuctionSoftDapper.cdc: execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:\n\t* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:\n  --> f500ef4d699392eedd92e81fc6f1e70fc9824a7c545e6ff69b0398b6a52a24e5:79:16\n   |\n79 | \t\tself.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())\n   | \t\t              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\nerror: unexpectedly found nil while forcing an Optional value\n   --> 179b6b1cb6755e31.FindViews:351:17\n    |\n351 |         let cap=\tgetAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!\n    |                 \t^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n\n" does not contain "You need to bid more then the starting price of 10.00000000"
        	Test:       	TestMarketAuctionSoft/Should_not_be_able_to_bid_below_listing_price

=== FAIL: . TestMarketAuctionSoft/Should_not_be_able_to_bid_less_the_previous_bidder (0.29s)
    market_auction_soft_test.go:259: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:152
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:259
        	Error:      	"transaction=./transactions/bidMarketAuctionSoftDapper.cdc: execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:\n\t* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:\n  --> 685fb570d094e634399b1662d2a647491669cdcbfca706e15d7fe48840481f89:79:16\n   |\n79 | \t\tself.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())\n   | \t\t              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\nerror: unexpectedly found nil while forcing an Optional value\n   --> 179b6b1cb6755e31.FindViews:351:17\n    |\n351 |         let cap=\tgetAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!\n    |                 \t^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n\n" does not contain "bid 5.00000000 must be larger then previous bid+bidIncrement 16.00000000"
        	Test:       	TestMarketAuctionSoft/Should_not_be_able_to_bid_less_the_previous_bidder

=== FAIL: . TestMarketAuctionSoft/Royalties_should_be_sent_to_correspondence_upon_fulfill_action (0.34s)
    market_auction_soft_test.go:276: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:276
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	error: panic: This account does not have a bid collection
        	            	  --> 5e5ac690feba115a488273b2dc282835ce89c647d62ff0161d3c575594ff4ace:19:117
        	            	   |
        	            	19 |         self.bidsReference= account.storage.borrow<&FindMarketAuctionSoft.MarketBidCollection>(from: storagePath) ?? panic("This account does not have a bid collection")
        	            	   |                                                                                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/fulfillMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.TestMarketAuctionSoft.(*OverflowState).TxFileNameFN.func37
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:578
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func19
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:273
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft/Royalties_should_be_sent_to_correspondence_upon_fulfill_action
    market_auction_soft_test.go:277: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:277
        	Error:      	event not found A.179b6b1cb6755e31.FindMarket.RoyaltyPaid, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "address": "0x179b6b1cb6755e31",
        	            	    "amount": 0.375,
        	            	    "royaltyName": "find",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft/Royalties_should_be_sent_to_correspondence_upon_fulfill_action
    event.go:321: === Events ===
    market_auction_soft_test.go:289: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:289
        	Error:      	event not found A.179b6b1cb6755e31.FindMarket.RoyaltyPaid, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "address": "0x179b6b1cb6755e31",
        	            	    "amount": 0.375,
        	            	    "royaltyName": "find forge",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft/Royalties_should_be_sent_to_correspondence_upon_fulfill_action
    market_auction_soft_test.go:289: === Events ===

=== FAIL: . TestMarketAuctionSoft/Should_emit_previous_bidder_if_outbid (0.34s)
    market_auction_soft_test.go:306: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:306
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	  --> f17f604a803d31782d1ac62bbec9b02f67f0e1feb0ca488ef189059600dcb3be:79:16
        	            	   |
        	            	79 | 		self.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())
        	            	   | 		              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	error: unexpectedly found nil while forcing an Optional value
        	            	   --> 179b6b1cb6755e31.FindViews:351:17
        	            	    |
        	            	351 |         let cap=	getAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!
        	            	    |                 	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/bidMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.TestMarketAuctionSoft.(*OverflowState).TxFileNameFN.func42
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:578
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func20
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:302
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft/Should_emit_previous_bidder_if_outbid
    market_auction_soft_test.go:307: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:307
        	Error:      	event not found A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 20.0,
        	            	    "buyer": "0x06909bc5ba14c266",
        	            	    "id": 9943947977234055170,
        	            	    "previousBuyer": "0xe2f72218abeec2b9",
        	            	    "status": "active_ongoing",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft/Should_emit_previous_bidder_if_outbid
    event.go:321: === Events ===

=== FAIL: . TestMarketAuctionSoft (6.44s)
    test_utils.go:531: 
